order,super.family,family,genus,scientific.name
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa ochrogaster
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa perpolita
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa redimicula
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa scholastica
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa tessellata
Lepidoptera,Noctuoidea,Noctuidae,Euxoa,Euxoa velleripennis
Lepidoptera,Noctuoidea,Noctuidae,Exyra,Exyra fax
Lepidoptera,Noctuoidea,Noctuidae,Feltia,Feltia geniculata
Lepidoptera,Noctuoidea,Noctuidae,Feltia,Feltia jaculifera
Lepidoptera,Noctuoidea,Noctuidae,Feltia,Feltia mollis
Lepidoptera,Noctuoidea,Noctuidae,Feltia,Feltia subgothica
Lepidoptera,Noctuoidea,Noctuidae,Feltia,Feltia subterranea
Lepidoptera,Noctuoidea,Noctuidae,Feralia,Feralia comstocki
Lepidoptera,Noctuoidea,Noctuidae,Feralia,Feralia jocosa
Lepidoptera,Noctuoidea,Noctuidae,Feralia,Feralia major
Lepidoptera,Noctuoidea,Noctuidae,Fishia,Fishia illocata
Lepidoptera,Noctuoidea,Noctuidae,Fishia,Fishia yosemitae
Lepidoptera,Noctuoidea,Noctuidae,Galgula,Galgula partita
Lepidoptera,Noctuoidea,Noctuidae,Graphiphora,Graphiphora augur
Lepidoptera,Noctuoidea,Noctuidae,Harrisimemna,Harrisimemna trisignata
Lepidoptera,Noctuoidea,Noctuidae,Helicoverpa,Helicoverpa zea
Lepidoptera,Noctuoidea,Noctuidae,Helotropha,Helotropha reniformis
Lepidoptera,Noctuoidea,Noctuidae,Hemipachnobia,Hemipachnobia monochromatea
Lepidoptera,Noctuoidea,Noctuidae,Hemipachnobia,Hemipachnobia subporphyrea
Lepidoptera,Noctuoidea,Noctuidae,Hillia,Hillia iris
Lepidoptera,Noctuoidea,Noctuidae,Homoglaea,Homoglaea hircina
Lepidoptera,Noctuoidea,Noctuidae,Homophoberia,Homophoberia apicosa
Lepidoptera,Noctuoidea,Noctuidae,Homorthodes,Homorthodes furfurata
Lepidoptera,Noctuoidea,Noctuidae,Hydraecia,Hydraecia immanis
Lepidoptera,Noctuoidea,Noctuidae,Hydraecia,Hydraecia micacea
Lepidoptera,Noctuoidea,Noctuidae,Hypocoena,Hypocoena inquinata
Lepidoptera,Noctuoidea,Noctuidae,Hyppa,Hyppa xylinoides
Lepidoptera,Noctuoidea,Noctuidae,Ipimorpha,Ipimorpha pleonectusa
Lepidoptera,Noctuoidea,Noctuidae,Lacanobia,Lacanobia atlantica
Lepidoptera,Noctuoidea,Noctuidae,Lacanobia,Lacanobia subjuncta
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia anguina
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia lorea
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia lustralis
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia meditata
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia olivacea
Lepidoptera,Noctuoidea,Noctuidae,Lacinipolia,Lacinipolia renigera
Lepidoptera,Noctuoidea,Noctuidae,Lemmeria,Lemmeria digitalis
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania commoides
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania inermis
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania insueta
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania multilinea
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania phragmitidicola
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania pseudargyria
Lepidoptera,Noctuoidea,Noctuidae,Leucania,Leucania subpunctata
Lepidoptera,Noctuoidea,Noctuidae,Leuconycta,Leuconycta diphteroides
Lepidoptera,Noctuoidea,Noctuidae,Leuconycta,Leuconycta lepidula
Lepidoptera,Noctuoidea,Noctuidae,Litholomia,Litholomia napaea
Lepidoptera,Noctuoidea,Noctuidae,Lithomoia,Lithomoia germana
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane bethunei
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane disposita
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane fagina
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane georgii
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane grotei
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane innominata
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane laticinerea
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane petulca
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane pexata
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane tepida
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane thaxteri
Lepidoptera,Noctuoidea,Noctuidae,Lithophane,Lithophane unimoda
Lepidoptera,Noctuoidea,Noctuidae,Loscopia,Loscopia velata
Lepidoptera,Noctuoidea,Noctuidae,Lycophotia,Lycophotia phyllophora
Lepidoptera,Noctuoidea,Noctuidae,Macronoctua,Macronoctua onusta
Lepidoptera,Noctuoidea,Noctuidae,Magusa,Magusa orbifera
Lepidoptera,Noctuoidea,Noctuidae,Maliattha,Maliattha concinnimacula
Lepidoptera,Noctuoidea,Noctuidae,Megalographa,Megalographa biloba
Lepidoptera,Noctuoidea,Noctuidae,Melanchra,Melanchra adjuncta
Lepidoptera,Noctuoidea,Noctuidae,Melanchra,Melanchra assimilis
Lepidoptera,Noctuoidea,Noctuidae,Melanchra,Melanchra picta
Lepidoptera,Noctuoidea,Noctuidae,Meropleon,Meropleon diversicolor
Lepidoptera,Noctuoidea,Noctuidae,Mesapamea,Mesapamea fractilinea
Lepidoptera,Noctuoidea,Noctuidae,Metaxaglaea,Metaxaglaea inulta
Lepidoptera,Noctuoidea,Noctuidae,Morrisonia,Morrisonia evicta
Lepidoptera,Noctuoidea,Noctuidae,Morrisonia,Morrisonia latex
Lepidoptera,Noctuoidea,Noctuidae,Mythimna,Mythimna oxygala
Lepidoptera,Noctuoidea,Noctuidae,Mythimna,Mythimna unipuncta
Lepidoptera,Noctuoidea,Noctuidae,Nedra,Nedra ramosula
Lepidoptera,Noctuoidea,Noctuidae,Nephelodes,Nephelodes minians
Lepidoptera,Noctuoidea,Noctuidae,Ochropleura,Ochropleura implecta
Lepidoptera,Noctuoidea,Noctuidae,Oligia,Oligia bridghamii
Lepidoptera,Noctuoidea,Noctuidae,Oligia,Oligia minuscula
Lepidoptera,Noctuoidea,Noctuidae,Oligia,Oligia modica
Lepidoptera,Noctuoidea,Noctuidae,Orthodes,Orthodes cynica
Lepidoptera,Noctuoidea,Noctuidae,Orthodes,Orthodes detracta
Lepidoptera,Noctuoidea,Noctuidae,Orthodes,Orthodes majuscula
Lepidoptera,Noctuoidea,Noctuidae,Orthosia,Orthosia hibisci
Lepidoptera,Noctuoidea,Noctuidae,Orthosia,Orthosia revicta
Lepidoptera,Noctuoidea,Noctuidae,Orthosia,Orthosia rubescens
Lepidoptera,Noctuoidea,Noctuidae,Panthea,Panthea acronyctoides
Lepidoptera,Noctuoidea,Noctuidae,Panthea,Panthea furcilla
Lepidoptera,Noctuoidea,Noctuidae,Papaipema,Papaipema inquaesita
Lepidoptera,Noctuoidea,Noctuidae,Papaipema,Papaipema lysimachiae
Lepidoptera,Noctuoidea,Noctuidae,Papaipema,Papaipema marginidens
Lepidoptera,Noctuoidea,Noctuidae,Papaipema,Papaipema pterisii
Lepidoptera,Noctuoidea,Noctuidae,Papaipema,Papaipema unimoda
Lepidoptera,Noctuoidea,Noctuidae,Parastichtis,Parastichtis suspecta
Lepidoptera,Noctuoidea,Noctuidae,Peridroma,Peridroma saucia
Lepidoptera,Noctuoidea,Noctuidae,Phlogophora,Phlogophora iris
Lepidoptera,Noctuoidea,Noctuidae,Phlogophora,Phlogophora periculosa
Lepidoptera,Noctuoidea,Noctuidae,Platypolia,Platypolia anceps
Lepidoptera,Noctuoidea,Noctuidae,Platypolia,Platypolia mactata
Lepidoptera,Noctuoidea,Noctuidae,Plusia,Plusia contexta
Lepidoptera,Noctuoidea,Noctuidae,Plusia,Plusia putnami
Lepidoptera,Noctuoidea,Noctuidae,Plusia,Plusia venusta
Lepidoptera,Noctuoidea,Noctuidae,Polia,Polia grandis
Lepidoptera,Noctuoidea,Noctuidae,Polia,Polia imbrifera
Lepidoptera,Noctuoidea,Noctuidae,Polia,Polia nimbosa
Lepidoptera,Noctuoidea,Noctuidae,Polia,Polia purpurissata
Lepidoptera,Noctuoidea,Noctuidae,Ponometia,Ponometia candefacta
Lepidoptera,Noctuoidea,Noctuidae,Protodeltote,Protodeltote albidula
Lepidoptera,Noctuoidea,Noctuidae,Protodeltote,Protodeltote muscosula
Lepidoptera,Noctuoidea,Noctuidae,Protolampra,Protolampra brunneicollis
Lepidoptera,Noctuoidea,Noctuidae,Protolampra,Protolampra rufipectus
Lepidoptera,Noctuoidea,Noctuidae,Protorthodes,Protorthodes oviduca
Lepidoptera,Noctuoidea,Noctuidae,Proxenus,Proxenus mindara
Lepidoptera,Noctuoidea,Noctuidae,Pseudeustrotia,Pseudeustrotia carneola
Lepidoptera,Noctuoidea,Noctuidae,Pseudohermonassa,Pseudohermonassa bicarnea
Lepidoptera,Noctuoidea,Noctuidae,Pseudohermonassa,Pseudohermonassa tenuicula
Lepidoptera,Noctuoidea,Noctuidae,Pseudorthodes,Pseudorthodes vecors
Lepidoptera,Noctuoidea,Noctuidae,Pyreferra,Pyreferra hesperidago
Lepidoptera,Noctuoidea,Noctuidae,Pyrrhia,Pyrrhia exprimens
Lepidoptera,Noctuoidea,Noctuidae,Raphia,Raphia abrupta
Lepidoptera,Noctuoidea,Noctuidae,Raphia,Raphia frater
Lepidoptera,Noctuoidea,Noctuidae,Resapamea,Resapamea stipata
Lepidoptera,Noctuoidea,Noctuidae,Schinia,Schinia arcigera
Lepidoptera,Noctuoidea,Noctuidae,Schinia,Schinia florida
Lepidoptera,Noctuoidea,Noctuidae,Schinia,Schinia nundina
Lepidoptera,Noctuoidea,Noctuidae,Sideridis,Sideridis maryx
Lepidoptera,Noctuoidea,Noctuidae,Sideridis,Sideridis rosea
Lepidoptera,Noctuoidea,Noctuidae,Spaelotis,Spaelotis clandestina
Lepidoptera,Noctuoidea,Noctuidae,Spiramater,Spiramater lutra
Lepidoptera,Noctuoidea,Noctuidae,Spodoptera,Spodoptera frugiperda
Lepidoptera,Noctuoidea,Noctuidae,Spodoptera,Spodoptera ornithogalli
Lepidoptera,Noctuoidea,Noctuidae,Sunira,Sunira bicolorago
Lepidoptera,Noctuoidea,Noctuidae,Sutyna,Sutyna privata
Lepidoptera,Noctuoidea,Noctuidae,Sympistis,Sympistis dentata
Lepidoptera,Noctuoidea,Noctuidae,Sympistis,Sympistis piffardi
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha alias
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha altera
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha epigaea
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha montana
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha octoscripta
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha rectangula
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha selecta
Lepidoptera,Noctuoidea,Noctuidae,Syngrapha,Syngrapha u-aureum
Lepidoptera,Noctuoidea,Noctuidae,Tricholita,Tricholita signata
Lepidoptera,Noctuoidea,Noctuidae,Trichoplusia,Trichoplusia ni
Lepidoptera,Noctuoidea,Noctuidae,Trichordestra,Trichordestra legitima
Lepidoptera,Noctuoidea,Noctuidae,Trichordestra,Trichordestra lilacina
Lepidoptera,Noctuoidea,Noctuidae,Trichordestra,Trichordestra rugosa
Lepidoptera,Noctuoidea,Noctuidae,Trichordestra,Trichordestra tacoma
Lepidoptera,Noctuoidea,Noctuidae,Ufeus,Ufeus satyricus
Lepidoptera,Noctuoidea,Noctuidae,Xanthia,Xanthia tatago
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia badicollis
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia c-nigrum
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia dilucida
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia elimata
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia normanianus
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia perquiritata
Lepidoptera,Noctuoidea,Noctuidae,Xestia,Xestia smithii
Lepidoptera,Noctuoidea,Noctuidae,Xylena,Xylena cineritia
Lepidoptera,Noctuoidea,Noctuidae,Xylena,Xylena curvimacula
Lepidoptera,Noctuoidea,Noctuidae,Xylena,Xylena nupera
Lepidoptera,Noctuoidea,Noctuidae,Xylomoia,Xylomoia chagnoni
Lepidoptera,Noctuoidea,Noctuidae,Xylotype,Xylotype arcadia
Lepidoptera,Noctuoidea,Noctuidae,Xylotype,Xylotype capax
Lepidoptera,Papilionoidea,Nymphalidae,Aglais,Aglais milberti
Lepidoptera,Papilionoidea,Nymphalidae,Argynnis,Argynnis cybele
Lepidoptera,Papilionoidea,Nymphalidae,Boloria,Boloria bellona
Lepidoptera,Papilionoidea,Nymphalidae,Boloria,Boloria selene
Lepidoptera,Papilionoidea,Nymphalidae,Cercyonis,Cercyonis pegala
Lepidoptera,Papilionoidea,Nymphalidae,Chlosyne,Chlosyne harrisii
Lepidoptera,Papilionoidea,Nymphalidae,Chlosyne,Chlosyne nycteis
Lepidoptera,Papilionoidea,Nymphalidae,Danaus,Danaus plexippus
Lepidoptera,Papilionoidea,Nymphalidae,Euphydryas,Euphydryas phaeton
Lepidoptera,Papilionoidea,Nymphalidae,Junonia,Junonia coenia
Lepidoptera,Papilionoidea,Nymphalidae,Lethe,Lethe eurydice
Lepidoptera,Papilionoidea,Nymphalidae,Lethe,Lethe portlandia
Lepidoptera,Papilionoidea,Nymphalidae,Limenitis,Limenitis archippus
Lepidoptera,Papilionoidea,Nymphalidae,Limenitis,Limenitis arthemis
Lepidoptera,Papilionoidea,Nymphalidae,Nymphalis,Nymphalis antiopa
Lepidoptera,Papilionoidea,Nymphalidae,Nymphalis,Nymphalis I-album
Lepidoptera,Papilionoidea,Nymphalidae,Oeneis,Oeneis jutta
Lepidoptera,Papilionoidea,Nymphalidae,Phyciodes,Phyciodes tharos
Lepidoptera,Papilionoidea,Nymphalidae,Polygonia,Polygonia comma
Lepidoptera,Papilionoidea,Nymphalidae,Polygonia,Polygonia faunus
Lepidoptera,Papilionoidea,Nymphalidae,Polygonia,Polygonia interrogationis
Lepidoptera,Papilionoidea,Nymphalidae,Polygonia,Polygonia progne
Lepidoptera,Papilionoidea,Nymphalidae,Speyeria,Speyeria aphrodite
Lepidoptera,Papilionoidea,Nymphalidae,Speyeria,Speyeria atlantis
Lepidoptera,Papilionoidea,Nymphalidae,Vanessa,Vanessa atalanta
Lepidoptera,Papilionoidea,Nymphalidae,Vanessa,Vanessa cardui
Lepidoptera,Papilionoidea,Nymphalidae,Vanessa,Vanessa virginiensis
Lepidoptera,Papilionoidea,Papilionidae,Papilio,Papilio glaucus
Lepidoptera,Papilionoidea,Papilionidae,Papilio,Papilio troilus
Lepidoptera,Papilionoidea,Pieridae,Colias,Colias eurytheme
Lepidoptera,Papilionoidea,Pieridae,Colias,Colias interior
Lepidoptera,Papilionoidea,Pieridae,Colias,Colias philodice
Lepidoptera,Papilionoidea,Pieridae,Pieris,Pieris oleracea
Lepidoptera,Papilionoidea,Pieridae,Pieris,Pieris rapae
Lepidoptera,Papilionoidea,Pieridae,Pyrisitia,Pyrisitia lisa
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris albicomana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris bowmanana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris braunana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris busckana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris celiana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris cervinana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris chalybeana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris comariana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris curvalana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris ferrugana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris flavivittana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris forbesana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris fragariana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris hastiana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris hudsoniana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris implexana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris inana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris kearfottana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris logiana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris maccana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris maculidorsana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris minuta
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris nigrolinea
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris nivisellana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris oxycoccana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris robinsoniana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris semiannula
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris semipurpurana
Lepidoptera,Tortricoidea,Tortricidae,Acleris,Acleris variana
Lepidoptera,Tortricoidea,Tortricidae,Aethes,Aethes atomosana
Lepidoptera,Tortricoidea,Tortricidae,Aethes,Aethes biscana
Lepidoptera,Tortricoidea,Tortricidae,Aethes,Aethes interruptofasciata
Lepidoptera,Tortricoidea,Tortricidae,Aethes,Aethes rutilana
Lepidoptera,Tortricoidea,Tortricidae,Aethes,Aethes smeathmanniana
Lepidoptera,Tortricoidea,Tortricidae,Amorbia,Amorbia humerosana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis apicana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis burgessiana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis carbonana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis comptana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis diminutana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis discigerana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis goodelliana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis laciniana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis mediofasciana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis metamelana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis nubeculana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis subaequana
Lepidoptera,Tortricoidea,Tortricidae,Ancylis,Ancylis tineana
Lepidoptera,Tortricoidea,Tortricidae,Anopina,Anopina ednana
Lepidoptera,Tortricoidea,Tortricidae,Aphelia,Aphelia alleniana
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis albeolana
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis capreana
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis deceptana
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis funerea
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis infida
Lepidoptera,Tortricoidea,Tortricidae,Apotomis,Apotomis removana
Lepidoptera,Tortricoidea,Tortricidae,Archips,Archips cerasivorana
Lepidoptera,Tortricoidea,Tortricidae,Archips,Archips fervidana
Lepidoptera,Tortricoidea,Tortricidae,Archips,Archips packardiana
Lepidoptera,Tortricoidea,Tortricidae,Archips,Archips purpurana
Lepidoptera,Tortricoidea,Tortricidae,Archips,Archips rosana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia mariana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia pinatubana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia quadrifasciana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia repertana
Lepidoptera,Tortricoidea,Tortricidae,Argyrotaenia,Argyrotaenia velutinana
Lepidoptera,Tortricoidea,Tortricidae,Bactra,Bactra furfurana
Lepidoptera,Tortricoidea,Tortricidae,Catastega,Catastega aceriella
Lepidoptera,Tortricoidea,Tortricidae,Celypha,Celypha cespitana
Lepidoptera,Tortricoidea,Tortricidae,Cenopis,Cenopis ferreana
Lepidoptera,Tortricoidea,Tortricidae,Cenopis,Cenopis pettitana
Lepidoptera,Tortricoidea,Tortricidae,Choristoneura,Choristoneura conflictana
Lepidoptera,Tortricoidea,Tortricidae,Choristoneura,Choristoneura fumiferana
Lepidoptera,Tortricoidea,Tortricidae,Choristoneura,Choristoneura rosaceana
Lepidoptera,Tortricoidea,Tortricidae,Clepsis,Clepsis clemensiana
Lepidoptera,Tortricoidea,Tortricidae,Clepsis,Clepsis melaleucanus
Lepidoptera,Tortricoidea,Tortricidae,Clepsis,Clepsis peritana
Lepidoptera,Tortricoidea,Tortricidae,Clepsis,Clepsis persicana
Lepidoptera,Tortricoidea,Tortricidae,Clepsis,Clepsis virescana
Lepidoptera,Tortricoidea,Tortricidae,Cochylis,Cochylis hoffmanana
Lepidoptera,Tortricoidea,Tortricidae,Cochylis,Cochylis nana
Lepidoptera,Tortricoidea,Tortricidae,Cochylis,Cochylis temerana
Lepidoptera,Tortricoidea,Tortricidae,Coelostathma,Coelostathma discopunctana
Lepidoptera,Tortricoidea,Tortricidae,Cydia,Cydia latiferreana
Lepidoptera,Tortricoidea,Tortricidae,Cydia,Cydia pomonella
Lepidoptera,Tortricoidea,Tortricidae,Cydia,Cydia populana
Lepidoptera,Tortricoidea,Tortricidae,Decodes,Decodes fragariana
Lepidoptera,Tortricoidea,Tortricidae,Dichrorampha,Dichrorampha bittana
Lepidoptera,Tortricoidea,Tortricidae,Dichrorampha,Dichrorampha simulana
Lepidoptera,Tortricoidea,Tortricidae,Ecdytolopha,Ecdytolopha insiticiana
Lepidoptera,Tortricoidea,Tortricidae,Endothenia,Endothenia hebesana
Lepidoptera,Tortricoidea,Tortricidae,Epiblema,Epiblema carolinana
Lepidoptera,Tortricoidea,Tortricidae,Epiblema,Epiblema otiosana
Lepidoptera,Tortricoidea,Tortricidae,Epiblema,Epiblema scudderiana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia criddleana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia lindana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia momonana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia nanana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia nisella
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia normanana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia rectiplicana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia septemberana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia solandriana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia solicitana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia transmissana
Lepidoptera,Tortricoidea,Tortricidae,Epinotia,Epinotia trigonella
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma agricolana
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma cataclystiana
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma comatulana
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma derelicta
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma dorsisignatana
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma similiana
Lepidoptera,Tortricoidea,Tortricidae,Eucosma,Eucosma tocullionana
Lepidoptera,Tortricoidea,Tortricidae,Eulia,Eulia ministrana
Lepidoptera,Tortricoidea,Tortricidae,Evora,Evora hemidesma
Lepidoptera,Tortricoidea,Tortricidae,Grapholita,Grapholita interstinctana
Lepidoptera,Tortricoidea,Tortricidae,Grapholita,Grapholita libertina
Lepidoptera,Tortricoidea,Tortricidae,Grapholita,Grapholita packardi
Lepidoptera,Tortricoidea,Tortricidae,Grapholita,Grapholita prunivora
Lepidoptera,Tortricoidea,Tortricidae,Gretchena,Gretchena amatana
Lepidoptera,Tortricoidea,Tortricidae,Gypsonoma,Gypsonoma fasciolana
Lepidoptera,Tortricoidea,Tortricidae,Gypsonoma,Gypsonoma salicicolana
Lepidoptera,Tortricoidea,Tortricidae,Gypsonoma,Gypsonoma substitutionis
Lepidoptera,Tortricoidea,Tortricidae,Hedya,Hedya ochroleucana
Lepidoptera,Tortricoidea,Tortricidae,Hulda,Hulda impudens
Lepidoptera,Tortricoidea,Tortricidae,Lobesia,Lobesia bicinctana
Lepidoptera,Tortricoidea,Tortricidae,Metendothenia,Metendothenia separatana
Lepidoptera,Tortricoidea,Tortricidae,Notocelia,Notocelia culminana
Lepidoptera,Tortricoidea,Tortricidae,Notocelia,Notocelia purpurissatana
Lepidoptera,Tortricoidea,Tortricidae,Notocelia,Notocelia rosaecolana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes albiciliana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes appendiceum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes astrologana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes bipartitana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes concinnana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes coruscana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes diallacta
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes electrofuscum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes fasciatana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes glaciana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes melanomesum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes nananum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes olivaceana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes permundana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes polluxana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes rusticanum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes submissanum
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes turfosana
Lepidoptera,Tortricoidea,Tortricidae,Olethreutes,Olethreutes valdanum
Lepidoptera,Tortricoidea,Tortricidae,Orthotaenia,Orthotaenia undulana
